Measurement type,Year,Month,Day,Hour,Minute,Second,Zero A/D,Current A/D,CO2,IRGA temperature,Humidity,Humidity sensor temperature,Cell gas pressure,Battery voltage
%s,%4.0f,%2.0f,%2.0f,%2.0f,%2.0f,%2.0f,%5.0f,%5.0f,%03.02f,%02.1f,%02.2f,%02.2f,%04d,%02.1f
W M,2023,06,21,12,36,27,54584,38478,4893.45,45.00,26.40,27.30,0993,11.2
W M,2023,06,21,12,46,31,54584,38458,4907.92,45.00,26.30,27.30,0993,11.4
W M,2023,06,21,12,56,36,54584,38442,4916.61,45.00,26.30,27.20,0993,11.3
W M,2023,06,21,13,06,40,54584,38411,4938.38,45.00,26.30,27.30,0993,11.3
W M,2023,06,21,13,16,45,54584,38400,4946.19,45.00,26.40,27.30,0993,11.1
W M,2023,06,21,13,26,49,54584,38376,4960.98,45.00,26.40,27.30,0993,11.3
W M,2023,06,21,13,36,54,54584,38366,4966.67,45.00,26.30,27.20,0993,11.2
W M,2023,06,21,13,46,59,54584,38341,4980.42,45.00,26.30,27.20,0994,11.2
W M,2023,06,21,13,57,03,54584,38331,4986.33,45.00,26.30,27.20,0994,11.1
W M,2023,06,21,14,07,08,54584,38315,4995.34,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,14,17,13,54584,38306,5003.63,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,14,27,17,54584,38295,5009.52,45.00,26.40,27.20,0994,11.3
W M,2023,06,21,14,37,22,54584,38281,5019.05,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,14,47,26,54584,38269,5026.96,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,14,57,31,54584,38258,5034.54,45.00,26.30,27.20,0994,11.2
W M,2023,06,21,15,07,35,54584,38248,5041.57,45.00,26.30,27.20,0994,11.1
W M,2023,06,21,15,17,40,54584,38239,5046.37,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,15,27,45,54584,38229,5053.81,45.00,26.30,27.20,0994,11.1
W M,2023,06,21,15,37,49,54584,38222,5059.18,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,15,47,54,54584,38214,5064.49,45.00,26.30,27.20,0994,11.1
W M,2023,06,21,15,57,58,54584,38206,5069.98,45.00,26.30,27.20,0993,11.3
W M,2023,06,21,16,08,55,54602,39580,4239.14,45.00,26.00,27.20,0993,11.5
W M,2023,06,21,16,19,00,54602,39312,4392.61,45.00,26.20,27.20,0993,11.3
W M,2023,06,21,16,29,04,54602,39141,4489.59,45.00,26.20,27.20,0994,11.3
W M,2023,06,21,16,39,09,54602,39019,4562.19,45.00,26.20,27.20,0994,11.5
W M,2023,06,21,16,49,13,54602,38921,4620.73,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,16,59,18,54602,38851,4663.18,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,17,09,22,54602,38786,4702.22,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,17,19,27,54602,38726,4738.28,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,17,29,32,54602,38686,4764.62,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,17,39,36,54602,38630,4800.89,45.00,26.30,27.20,0994,11.5
W M,2023,06,21,17,49,41,54602,38591,4825.80,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,17,59,45,54602,38567,4839.67,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,18,09,50,54602,38538,4858.55,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,18,19,54,54602,38502,4880.15,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,18,29,59,54602,38481,4893.63,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,18,40,04,54602,38450,4914.29,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,18,50,08,54602,38437,4923.58,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,19,00,13,54602,38418,4937.95,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,19,10,17,54602,38382,4960.15,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,19,20,22,54602,38381,4960.40,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,19,30,27,54602,38362,4972.15,45.00,26.20,27.20,0994,11.4
W M,2023,06,21,19,40,31,54602,38343,4984.77,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,19,50,36,54602,38328,4993.25,45.00,26.30,27.20,0994,11.5
W M,2023,06,21,20,00,40,54602,38313,5001.41,45.00,26.30,27.20,0994,11.5
W M,2023,06,21,20,10,45,54602,38301,5010.09,45.00,26.30,27.20,0994,11.5
W M,2023,06,21,20,20,50,54602,38288,5019.00,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,20,30,54,54602,38275,5027.23,45.00,26.30,27.20,0994,11.3
W M,2023,06,21,20,40,59,54602,38260,5037.07,45.00,26.20,27.20,0994,11.5
W M,2023,06,21,20,51,03,54602,38253,5041.63,45.00,26.30,27.20,0994,11.4
W M,2023,06,21,21,01,08,54602,38245,5048.13,45.00,26.20,27.20,0994,11.3
W M,2023,06,21,21,11,13,54602,38230,5057.02,45.00,26.20,27.20,0994,11.3
W M,2023,06,21,21,21,17,54602,38221,5062.89,45.00,26.20,27.20,0994,11.5
W M,2023,06,21,21,31,22,54602,38216,5066.90,45.00,26.20,27.20,0994,11.5
W M,2023,06,21,21,41,27,54602,38208,5071.72,45.00,26.20,27.20,0994,11.4
W M,2023,06,21,21,51,31,54602,38190,5084.03,45.00,26.20,27.20,0994,11.5
W M,2023,06,21,22,02,28,54595,39962,4022.81,45.00,25.70,27.10,0994,11.3
W M,2023,06,21,22,12,33,54595,39438,4312.57,45.00,26.00,27.20,0994,11.5
W M,2023,06,21,22,22,37,54595,39230,4433.44,45.00,26.00,27.10,0994,11.5
W M,2023,06,21,22,32,42,54595,39084,4520.25,45.00,26.10,27.20,0994,11.4
W M,2023,06,21,22,42,46,54595,38974,4587.30,45.00,26.10,27.20,0994,11.3
W M,2023,06,21,22,52,51,54595,38894,4634.83,45.00,26.10,27.20,0994,11.4
W M,2023,06,21,23,02,55,54595,38822,4678.99,45.00,26.10,27.20,0994,11.5
W M,2023,06,21,23,13,00,54595,38770,4711.64,45.00,26.10,27.20,0994,11.3
W M,2023,06,21,23,23,04,54595,38713,4747.64,45.00,26.20,27.20,0994,11.4
W M,2023,06,21,23,33,09,54595,38665,4776.33,45.00,26.10,27.10,0994,11.3
W M,2023,06,21,23,43,14,54595,38628,4801.23,45.00,26.10,27.10,0994,11.3
W M,2023,06,21,23,53,18,54595,38586,4828.61,45.00,26.20,27.10,0994,11.3
W M,2023,06,22,00,03,23,54595,38553,4850.73,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,00,13,27,54595,38534,4863.46,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,00,23,32,54595,38502,4884.73,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,00,33,36,54595,38478,4900.27,45.00,26.20,27.10,0993,11.3
W M,2023,06,22,00,43,41,54595,38454,4915.23,45.00,26.20,27.10,0993,11.3
W M,2023,06,22,00,53,46,54595,38429,4932.75,45.00,26.20,27.10,0993,11.5
W M,2023,06,22,01,03,50,54595,38400,4951.18,45.00,26.20,27.10,0993,11.3
W M,2023,06,22,01,13,55,54595,38387,4959.38,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,01,23,59,54595,38373,4969.49,45.00,26.20,27.10,0993,11.3
W M,2023,06,22,01,34,04,54595,38353,4983.37,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,01,44,08,54595,38336,4994.69,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,01,54,13,54595,38319,5005.80,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,02,04,18,54595,38300,5019.53,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,02,14,22,54595,38292,5025.93,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,02,24,27,54595,38276,5035.71,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,02,34,31,54595,38262,5044.29,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,02,44,36,54595,38248,5052.95,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,02,54,41,54595,38235,5062.85,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,03,04,45,54595,38227,5067.40,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,03,14,50,54595,38210,5078.47,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,03,24,54,54595,38196,5088.35,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,03,34,59,54595,38190,5093.58,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,03,45,03,54595,38180,5100.05,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,03,55,08,54595,38172,5106.66,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,04,06,05,54598,39674,4190.86,45.00,25.80,27.10,0992,11.3
W M,2023,06,22,04,16,09,54598,39341,4382.96,45.00,25.90,27.10,0992,11.3
W M,2023,06,22,04,26,14,54598,39157,4491.63,45.00,26.00,27.10,0992,11.3
W M,2023,06,22,04,36,19,54598,39024,4571.98,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,04,46,23,54598,38931,4628.69,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,04,56,28,54598,38844,4682.19,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,05,06,32,54598,38780,4721.98,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,05,16,37,54598,38723,4757.02,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,05,26,41,54598,38667,4790.61,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,05,36,46,54598,38626,4816.69,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,05,46,51,54598,38590,4840.16,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,05,56,55,54598,38557,4861.42,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,06,07,00,54598,38526,4881.18,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,06,17,04,54598,38492,4901.23,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,06,27,09,54598,38469,4915.31,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,06,37,14,54598,38443,4932.61,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,06,47,18,54598,38422,4946.05,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,06,57,23,54598,38403,4959.19,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,07,07,27,54598,38382,4972.89,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,07,17,32,54598,38365,4982.84,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,07,27,37,54598,38345,4994.57,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,07,37,41,54598,38314,5015.35,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,07,47,46,54598,38304,5022.79,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,07,57,50,54598,38301,5024.57,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,08,07,55,54598,38285,5036.34,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,08,18,00,54598,38274,5043.43,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,08,28,04,54598,38257,5053.87,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,08,38,09,54598,38243,5063.67,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,08,48,13,54598,38232,5070.85,45.00,26.10,27.10,0992,11.5
W M,2023,06,22,08,58,18,54598,38223,5077.99,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,09,08,23,54598,38214,5083.59,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,09,18,27,54598,38200,5092.20,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,09,28,32,54598,38190,5097.78,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,09,38,36,54598,38184,5101.99,45.00,26.10,27.10,0992,11.3
W M,2023,06,22,09,48,41,54598,38173,5108.57,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,09,58,45,54598,38165,5114.52,45.00,26.10,27.10,0992,11.4
W M,2023,06,22,10,09,42,54594,39517,4278.03,45.00,25.90,27.10,0992,11.4
W M,2023,06,22,10,19,47,54594,39257,4428.58,45.00,25.90,27.10,0992,11.3
W M,2023,06,22,10,29,51,54594,39096,4523.33,45.00,26.00,27.10,0992,11.3
W M,2023,06,22,10,39,56,54594,38971,4597.76,45.00,26.00,27.10,0993,11.5
W M,2023,06,22,10,50,00,54594,38882,4651.58,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,11,00,05,54594,38806,4697.56,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,11,10,10,54594,38739,4739.20,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,11,20,14,54594,38682,4774.01,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,11,30,19,54594,38635,4803.18,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,11,40,23,54594,38594,4828.67,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,11,50,28,54594,38553,4853.67,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,12,00,32,54594,38518,4874.64,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,12,10,37,54594,38489,4893.30,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,12,20,41,54594,38461,4911.55,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,12,30,46,54594,38432,4929.29,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,12,40,50,54594,38406,4945.09,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,12,50,55,54594,38382,4960.39,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,13,00,59,54594,38358,4975.62,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,13,11,04,54594,38346,4984.51,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,13,21,09,54594,38321,4999.73,45.00,26.10,27.10,0993,11.5
W M,2023,06,22,13,31,13,54594,38308,5008.07,45.00,26.10,27.10,0993,11.4
W M,2023,06,22,13,41,18,54594,38291,5019.06,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,13,51,22,54594,38277,5027.32,45.00,26.10,27.10,0994,11.4
W M,2023,06,22,14,01,27,54594,38258,5040.98,45.00,26.10,27.10,0993,11.3
W M,2023,06,22,14,11,31,54594,38247,5047.21,45.00,26.10,27.10,0994,11.5
W M,2023,06,22,14,21,36,54594,38233,5056.46,45.00,26.10,27.10,0994,11.5
W M,2023,06,22,14,31,40,54594,38221,5064.08,45.00,26.10,27.10,0994,11.4
W M,2023,06,22,14,41,45,54594,38201,5075.51,45.00,26.10,27.10,0994,11.5
W M,2023,06,22,14,51,49,54594,38193,5080.56,45.00,26.10,27.10,0994,11.5
W M,2023,06,22,15,01,54,54594,38173,5093.33,45.00,26.20,27.20,0994,11.4
W M,2023,06,22,15,11,59,54594,38160,5102.58,45.00,26.30,27.20,0994,11.5
W M,2023,06,22,15,22,03,54594,38147,5111.67,45.00,26.30,27.20,0994,11.5
W M,2023,06,22,15,32,08,54594,38136,5118.77,45.00,26.40,27.30,0994,11.5
W M,2023,06,22,15,42,12,54594,38118,5130.42,45.00,26.50,27.30,0994,11.4
W M,2023,06,22,15,52,17,54594,38110,5135.43,45.00,26.50,27.40,0994,11.3
W M,2023,06,22,16,03,14,54595,39788,4115.24,45.00,26.10,27.40,0994,11.3
W M,2023,06,22,16,13,18,54595,39344,4365.96,45.00,26.40,27.50,0994,11.3
W M,2023,06,22,16,23,23,54595,39124,4496.79,45.00,26.50,27.50,0994,11.3
W M,2023,06,22,16,33,27,54595,38984,4580.21,45.00,26.60,27.50,0994,11.3
W M,2023,06,22,16,43,32,54595,38869,4650.24,45.00,26.70,27.50,0994,11.3
W M,2023,06,22,16,53,36,54595,38779,4706.92,45.00,26.80,27.60,0994,11.3
W M,2023,06,22,17,03,41,54595,38705,4753.58,45.00,26.80,27.60,0993,11.3
W M,2023,06,22,17,13,46,54595,38646,4790.84,45.00,26.90,27.60,0993,11.3
W M,2023,06,22,17,23,50,54595,38592,4825.67,45.00,26.90,27.60,0993,11.3
W M,2023,06,22,17,33,55,54595,38540,4857.63,45.00,26.90,27.60,0993,11.3
W M,2023,06,22,17,43,59,54595,38488,4890.72,45.00,26.90,27.60,0993,11.4
W M,2023,06,22,17,54,04,54595,38453,4912.66,45.00,27.00,27.60,0993,11.3
W M,2023,06,22,18,04,08,54595,38405,4944.17,45.00,27.00,27.70,0993,11.3
W M,2023,06,22,18,14,13,54595,38376,4962.93,45.00,27.00,27.70,0993,11.5
W M,2023,06,22,18,24,18,54595,38348,4980.44,45.00,27.10,27.70,0993,11.4
W M,2023,06,22,18,34,22,54595,38320,4998.34,45.00,27.10,27.70,0994,11.5
W M,2023,06,22,18,44,27,54595,38295,5015.25,45.00,27.10,27.70,0993,11.4
W M,2023,06,22,18,54,31,54595,38271,5031.60,45.00,27.10,27.80,0993,11.5
W M,2023,06,22,19,04,36,54595,38241,5050.63,45.00,27.10,27.80,0993,11.5
W M,2023,06,22,19,14,40,54595,38222,5063.19,45.00,27.10,27.80,0993,11.5
W M,2023,06,22,19,24,45,54595,38199,5078.26,45.00,27.10,27.80,0993,11.4
W M,2023,06,22,19,34,49,54595,38180,5091.19,45.00,27.20,27.80,0993,11.5
W M,2023,06,22,19,44,54,54595,38159,5103.71,45.00,27.20,27.80,0994,11.5
W M,2023,06,22,19,54,59,54595,38140,5116.94,45.00,27.20,27.80,0993,11.3
W M,2023,06,22,20,05,03,54595,38117,5133.07,45.00,27.20,27.80,0993,11.3
W M,2023,06,22,20,15,08,54595,38106,5139.64,45.00,27.20,27.80,0993,11.3
W M,2023,06,22,20,25,12,54595,38084,5154.15,45.00,27.30,27.80,0993,11.4
W M,2023,06,22,20,35,17,54595,38068,5163.16,45.00,27.30,27.90,0994,11.4
W M,2023,06,22,20,45,21,54595,38052,5173.58,45.00,27.30,27.90,0994,11.5
W M,2023,06,22,20,55,26,54595,38042,5180.72,45.00,27.30,27.90,0994,11.4
W M,2023,06,22,21,05,30,54595,38024,5191.43,45.00,27.30,27.90,0994,11.3
W M,2023,06,22,21,15,35,54595,38015,5198.00,45.00,27.30,27.90,0994,11.5
W M,2023,06,22,21,25,39,54595,37999,5209.06,45.00,27.40,27.90,0994,11.4
W M,2023,06,22,21,35,44,54595,37987,5216.02,45.00,27.30,27.90,0994,11.3
W M,2023,06,22,21,45,49,54595,37973,5226.23,45.00,27.40,27.90,0994,11.3
W M,2023,06,22,21,55,53,54595,37961,5234.62,45.00,27.40,27.90,0994,11.5
W M,2023,06,22,22,06,50,54604,39444,4309.35,45.00,27.10,27.90,0994,11.5
W M,2023,06,22,22,16,55,54604,39127,4495.13,45.00,27.30,28.00,0994,11.2
W M,2023,06,22,22,26,59,54604,38931,4613.75,45.00,27.40,28.00,0994,11.2
W M,2023,06,22,22,37,04,54604,38801,4693.21,45.00,27.50,28.00,0994,11.1
W M,2023,06,22,22,47,08,54604,38699,4758.08,45.00,27.50,28.00,0994,11.1
W M,2023,06,22,22,57,13,54604,38623,4807.62,45.00,27.50,28.00,0994,11.1
W M,2023,06,22,23,07,17,54604,38553,4851.20,45.00,27.50,28.00,0994,11.4
W M,2023,06,22,23,17,22,54604,38497,4886.83,45.00,27.40,27.90,0994,11.4
W M,2023,06,22,23,27,26,54604,38443,4922.02,45.00,27.30,27.80,0994,11.4
W M,2023,06,22,23,37,31,54604,38405,4946.97,45.00,27.20,27.80,0994,11.4
W M,2023,06,22,23,47,36,54604,38375,4966.96,45.00,27.00,27.70,0993,11.1
W M,2023,06,22,23,57,40,54604,38340,4989.24,45.00,26.90,27.50,0994,11.4
W M,2023,06,23,00,07,45,54604,38314,5006.43,45.00,26.70,27.40,0994,11.2
W M,2023,06,23,00,17,50,54604,38295,5018.01,45.00,26.60,27.40,0994,11.4
W M,2023,06,23,00,27,54,54604,38277,5029.68,45.00,26.40,27.30,0994,11.3
W M,2023,06,23,00,37,59,54604,38261,5040.16,45.00,26.30,27.20,0994,11.3
W M,2023,06,23,00,48,04,54604,38235,5057.95,45.00,26.20,27.10,0994,11.1
W M,2023,06,23,00,58,09,54604,38226,5063.28,45.00,26.10,27.10,0994,11.1
W M,2023,06,23,01,08,13,54604,38207,5073.92,45.00,26.10,27.00,0994,11.3
W M,2023,06,23,01,18,18,54604,38194,5082.35,45.00,26.00,27.00,0994,11.1
W M,2023,06,23,01,28,23,54604,38176,5093.52,45.00,25.90,26.90,0994,11.1
W M,2023,06,23,01,38,27,54604,38163,5100.68,45.00,25.90,26.90,0994,11.1
W M,2023,06,23,01,48,32,54604,38141,5114.62,45.00,26.00,27.00,0995,11.1
W M,2023,06,23,01,58,36,54604,38125,5124.35,45.00,26.00,27.00,0995,11.3
W M,2023,06,23,02,08,41,54604,38108,5135.18,45.00,26.00,27.00,0995,11.3
W M,2023,06,23,02,18,45,54604,38093,5144.94,45.00,26.10,27.00,0995,11.4
W M,2023,06,23,02,28,50,54604,38075,5156.88,45.00,26.10,27.10,0995,11.4
W M,2023,06,23,02,38,55,54604,38063,5164.54,45.00,26.10,27.10,0995,11.3
W M,2023,06,23,02,48,59,54604,38051,5172.83,45.00,26.10,27.10,0995,11.4
W M,2023,06,23,02,59,04,54604,38039,5180.72,45.00,26.10,27.10,0995,11.4
W M,2023,06,23,03,09,08,54604,38021,5191.66,45.00,26.20,27.10,0995,11.3
W M,2023,06,23,03,19,13,54604,38013,5197.60,45.00,26.20,27.10,0995,11.2
W M,2023,06,23,03,29,17,54604,37996,5208.52,45.00,26.20,27.10,0995,11.3
W M,2023,06,23,03,39,22,54604,37981,5218.32,45.00,26.20,27.10,0995,11.3
W M,2023,06,23,03,49,27,54604,37971,5224.51,45.00,26.20,27.10,0995,11.3
W M,2023,06,23,04,00,24,54598,40422,3781.41,45.00,25.20,27.20,0995,11.3
W M,2023,06,23,04,10,28,54598,39308,4383.55,45.00,26.00,27.20,0995,11.3
W M,2023,06,23,04,20,33,54598,39061,4528.90,45.00,26.10,27.20,0995,11.3
W M,2023,06,23,04,30,37,54598,38896,4628.09,45.00,26.20,27.20,0995,11.3
W M,2023,06,23,04,40,42,54598,38781,4698.43,45.00,26.20,27.20,0995,11.3
W M,2023,06,23,04,50,47,54598,38687,4756.41,45.00,26.20,27.20,0995,11.4
W M,2023,06,23,05,00,51,54598,38615,4800.24,45.00,26.20,27.20,0995,11.4
W M,2023,06,23,05,10,56,54598,38553,4839.12,45.00,26.20,27.20,0995,11.4
W M,2023,06,23,05,21,00,54598,38497,4875.59,45.00,26.20,27.20,0995,11.5
W M,2023,06,23,05,31,05,54598,38448,4905.57,45.00,26.20,27.20,0995,11.4
W M,2023,06,23,05,41,09,54598,38405,4934.84,45.00,26.30,27.20,0995,11.3
W M,2023,06,23,05,51,14,54598,38372,4955.69,45.00,26.30,27.20,0995,11.4
W M,2023,06,23,06,01,18,54598,38339,4975.18,45.00,26.30,27.20,0995,11.4
W M,2023,06,23,06,11,23,54598,38305,4997.66,45.00,26.30,27.20,0995,11.3
W M,2023,06,23,06,21,28,54598,38280,5014.07,45.00,26.30,27.20,0995,11.4
W M,2023,06,23,06,31,32,54598,38253,5032.61,45.00,26.30,27.20,0995,11.3
W M,2023,06,23,06,41,37,54598,38223,5051.08,45.00,26.30,27.20,0995,11.5
W M,2023,06,23,06,51,41,54598,38202,5065.21,45.00,26.30,27.20,0995,11.3
W M,2023,06,23,07,01,46,54598,38183,5077.12,45.00,26.30,27.20,0995,11.2
W M,2023,06,23,07,11,50,54598,38162,5090.08,45.00,26.30,27.20,0995,11.4
W M,2023,06,23,07,21,55,54598,38143,5102.00,45.00,26.30,27.20,0995,11.3
W M,2023,06,23,07,31,59,54598,38126,5114.07,45.00,26.30,27.20,0995,11.4
W M,2023,06,23,07,42,04,54598,38108,5126.26,45.00,26.30,27.20,0995,11.3
W M,2023,06,23,07,52,08,54598,38087,5139.81,45.00,26.30,27.20,0995,11.4
W M,2023,06,23,08,02,13,54598,38074,5147.87,45.00,26.30,27.20,0995,11.4
W M,2023,06,23,08,12,17,54598,38055,5160.57,45.00,26.30,27.20,0995,11.3
W M,2023,06,23,08,22,22,54598,38041,5169.42,45.00,26.20,27.20,0996,11.2
W M,2023,06,23,08,32,26,54598,38028,5178.41,45.00,26.20,27.20,0995,11.4
W M,2023,06,23,08,42,31,54598,38012,5189.62,45.00,26.30,27.20,0995,11.4
W M,2023,06,23,08,52,36,54598,37999,5198.57,45.00,26.20,27.20,0995,11.3
W M,2023,06,23,09,02,40,54598,37992,5202.72,45.00,26.20,27.20,0995,11.4
W M,2023,06,23,09,12,45,54598,37978,5211.33,45.00,26.20,27.20,0996,11.4
W M,2023,06,23,09,22,49,54598,37973,5215.26,45.00,26.20,27.20,0996,11.5
W M,2023,06,23,09,32,54,54598,37956,5225.05,45.00,26.20,27.20,0996,11.4
W M,2023,06,23,09,42,58,54598,37948,5230.37,45.00,26.20,27.20,0996,11.4
W M,2023,06,23,09,53,03,54598,37938,5236.64,45.00,26.20,27.20,0996,11.2
W M,2023,06,23,10,04,00,54602,39564,4232.51,45.00,25.80,27.20,0996,11.3
W M,2023,06,23,10,14,05,54602,39167,4460.92,45.00,26.10,27.20,0996,11.3
W M,2023,06,23,10,24,09,54602,38959,4584.65,45.00,26.10,27.20,0996,11.3
W M,2023,06,23,10,34,14,54602,38816,4670.85,45.00,26.20,27.20,0996,11.4
W M,2023,06,23,10,44,18,54602,38702,4740.63,45.00,26.20,27.20,0996,11.5
W M,2023,06,23,10,54,23,54602,38627,4786.13,45.00,26.20,27.20,0996,11.4
W M,2023,06,23,11,04,27,54602,38551,4832.76,45.00,26.20,27.20,0996,11.3
W M,2023,06,23,11,14,32,54602,38493,4869.09,45.00,26.20,27.20,0996,11.4
W M,2023,06,23,11,24,36,54602,38439,4903.24,45.00,26.30,27.20,0996,11.5
W M,2023,06,23,11,34,41,54602,38393,4930.78,45.00,26.20,27.20,0997,11.3
W M,2023,06,23,11,44,45,54602,38352,4957.40,45.00,26.20,27.20,0997,11.5
W M,2023,06,23,11,54,50,54602,38314,4980.79,45.00,26.20,27.20,0997,11.4
W M,2023,06,23,12,04,55,54602,38278,5003.31,45.00,26.30,27.20,0997,11.4
W M,2023,06,23,12,14,59,54602,38240,5027.26,45.00,26.30,27.20,0997,11.3
W M,2023,06,23,12,25,04,54602,38214,5042.87,45.00,26.30,27.20,0997,11.3
W M,2023,06,23,12,35,08,54602,38188,5058.72,45.00,26.30,27.20,0997,11.3
W M,2023,06,23,12,45,13,54602,38156,5078.76,45.00,26.30,27.20,0997,11.4
W M,2023,06,23,12,55,17,54602,38135,5092.69,45.00,26.30,27.20,0997,11.5
W M,2023,06,23,13,05,22,54602,38123,5100.60,45.00,26.30,27.20,0997,11.5
W M,2023,06,23,13,15,27,54602,38097,5118.17,45.00,26.30,27.20,0997,11.4
W M,2023,06,23,13,25,31,54602,38083,5128.24,45.00,26.30,27.20,0997,11.3
W M,2023,06,23,13,35,36,54602,38065,5138.91,45.00,26.30,27.20,0998,11.4
W M,2023,06,23,13,45,40,54602,38050,5149.31,45.00,26.20,27.20,0997,11.4
W M,2023,06,23,13,55,45,54602,38036,5156.90,45.00,26.30,27.20,0998,11.3
W M,2023,06,23,14,05,49,54602,38014,5170.84,45.00,26.30,27.20,0998,11.3
W M,2023,06,23,14,15,54,54602,37998,5180.72,45.00,26.30,27.20,0998,11.3
W M,2023,06,23,14,25,59,54602,37981,5192.03,45.00,26.40,27.20,0998,11.3
W M,2023,06,23,14,36,03,54602,37967,5201.61,45.00,26.30,27.20,0998,11.4
W M,2023,06,23,14,46,08,54602,37958,5207.97,45.00,26.30,27.20,0998,11.3
W M,2023,06,23,14,56,12,54602,37951,5213.71,45.00,26.40,27.20,0998,11.3
