Measurement type,Year,Month,Day,Hour,Minute,Second,Zero A/D,Current A/D,CO2,IRGA temperature,Humidity,Humidity sensor temperature,Cell gas pressure,Battery voltage
%s,%4.0f,%2.0f,%2.0f,%2.0f,%2.0f,%2.0f,%5.0f,%5.0f,%03.02f,%02.1f,%02.2f,%02.2f,%04d,%02.1f
W M,2023,05,18,20,30,29,54445,50425,522.98,45.00,11.90,23.60,1001,11.5
W M,2023,05,18,20,40,33,54445,50495,511.43,45.00,11.90,23.60,1001,11.4
W M,2023,05,18,20,50,38,54445,50554,501.48,45.00,11.90,23.60,1001,11.4
W M,2023,05,18,21,00,43,54445,50551,501.81,45.00,12.00,23.70,1001,11.5
W M,2023,05,18,21,10,47,54445,50513,507.99,45.00,12.00,23.70,1001,11.4
W M,2023,05,18,21,20,52,54445,50492,511.40,45.00,12.00,23.70,1002,11.5
W M,2023,05,18,21,30,57,54445,50519,507.25,45.00,12.00,23.80,1001,11.5
W M,2023,05,18,21,41,01,54445,50652,485.01,45.00,12.00,23.80,1001,11.5
W M,2023,05,18,21,51,06,54445,50695,478.20,45.00,12.00,23.80,1001,11.5
W M,2023,05,18,22,02,03,54445,51025,425.19,45.00,11.90,23.80,1002,11.4
W M,2023,05,18,22,12,08,54445,50667,482.55,45.00,12.00,23.90,1001,11.5
W M,2023,05,18,22,22,13,54445,50542,503.35,45.00,12.00,23.90,1001,11.6
W M,2023,05,18,22,32,17,54445,50432,522.09,45.00,12.00,23.80,1001,11.5
W M,2023,05,18,22,42,22,54445,50283,547.63,45.00,12.00,23.80,1001,11.6
W M,2023,05,18,22,52,27,54445,50188,563.92,45.00,11.90,23.80,1001,11.6
W M,2023,05,18,23,02,31,54445,50346,536.60,45.00,11.90,23.70,1001,11.6
W M,2023,05,18,23,12,36,54445,50366,534.21,45.00,11.80,23.80,0999,11.5
W M,2023,05,18,23,22,41,54445,50365,534.55,45.00,11.70,23.90,0999,11.4
W M,2023,05,18,23,32,46,54445,50365,534.22,45.00,11.70,24.00,1000,11.6
W M,2023,05,18,23,42,50,54445,50353,536.27,45.00,11.70,24.10,1000,11.6
W M,2023,05,18,23,52,55,54445,50301,544.57,45.00,11.80,24.10,1000,11.6
W M,2023,05,19,00,03,00,54445,50229,556.45,45.00,12.00,24.00,1001,11.6
W M,2023,05,19,00,13,04,54445,50187,563.38,45.00,12.00,23.90,1002,11.5
W M,2023,05,19,00,23,09,54445,50281,547.51,45.00,12.00,23.80,1001,11.4
W M,2023,05,19,00,33,14,54445,50333,538.54,45.00,12.00,23.70,1001,11.4
W M,2023,05,19,00,43,18,54445,50366,533.09,45.00,12.00,23.60,1001,11.5
W M,2023,05,19,00,53,23,54445,50387,529.34,45.00,12.10,23.60,1001,11.5
W M,2023,05,19,01,03,28,54445,50392,528.78,45.00,12.10,23.50,1001,11.5
W M,2023,05,19,01,13,33,54445,50365,533.35,45.00,12.20,23.50,1001,11.4
W M,2023,05,19,01,23,37,54445,50322,540.76,45.00,12.30,23.50,1001,11.5
W M,2023,05,19,01,33,42,54445,50265,550.53,45.00,12.30,23.50,1001,11.5
W M,2023,05,19,01,43,47,54445,50213,559.62,45.00,12.40,23.50,1000,11.6
W M,2023,05,19,01,53,51,54445,50237,555.51,45.00,12.40,23.50,1000,11.6
W M,2023,05,19,02,03,56,54445,50258,551.89,45.00,12.30,23.50,1000,11.5
W M,2023,05,19,02,14,01,54445,50253,552.99,45.00,12.40,23.50,1000,11.5
W M,2023,05,19,02,24,05,54445,50254,552.59,45.00,12.40,23.50,1000,11.5
W M,2023,05,19,02,34,10,54445,50268,550.16,45.00,12.40,23.50,1000,11.5
W M,2023,05,19,02,44,15,54445,50331,539.31,45.00,12.40,23.50,1000,11.5
W M,2023,05,19,02,54,20,54445,50373,531.99,45.00,12.40,23.50,1001,11.4
W M,2023,05,19,03,04,24,54445,50379,530.83,45.00,12.50,23.50,1001,11.6
W M,2023,05,19,03,14,29,54445,50445,519.65,45.00,12.50,23.50,1001,11.6
W M,2023,05,19,03,24,34,54445,50476,514.26,45.00,12.50,23.50,1001,11.5
W M,2023,05,19,03,34,38,54445,50464,516.30,45.00,12.50,23.50,1001,11.6
W M,2023,05,19,03,44,43,54445,50469,515.70,45.00,12.60,23.60,1001,11.5
W M,2023,05,19,03,54,48,54445,50490,512.04,45.00,12.60,23.50,1001,11.5
W M,2023,05,19,04,05,45,54446,50701,477.01,45.00,12.60,23.60,1002,11.5
W M,2023,05,19,04,15,50,54446,50557,500.71,45.00,12.60,23.60,1001,11.5
W M,2023,05,19,04,25,55,54446,50528,505.53,45.00,12.60,23.60,1001,11.4
W M,2023,05,19,04,36,00,54446,50511,508.45,45.00,12.60,23.60,1001,11.5
W M,2023,05,19,04,46,04,54446,50505,509.50,45.00,12.70,23.50,1001,11.6
W M,2023,05,19,04,56,09,54446,50509,509.13,45.00,12.60,23.50,1001,11.5
W M,2023,05,19,05,06,14,54446,50527,506.27,45.00,12.60,23.50,1001,11.6
W M,2023,05,19,05,16,19,54446,50531,505.53,45.00,12.60,23.60,1001,11.6
W M,2023,05,19,05,26,23,54446,50510,508.68,45.00,12.60,23.50,1001,11.6
W M,2023,05,19,05,36,28,54446,50495,510.92,45.00,12.60,23.50,1001,11.5
W M,2023,05,19,05,46,33,54446,50487,512.47,45.00,12.60,23.50,1001,11.5
W M,2023,05,19,05,56,38,54446,50477,513.99,45.00,12.60,23.50,1001,11.4
W M,2023,05,19,06,06,43,54446,50472,515.08,45.00,12.70,23.50,1001,11.5
W M,2023,05,19,06,16,47,54446,50505,509.53,45.00,12.70,23.50,1001,11.5
W M,2023,05,19,06,26,52,54446,50511,508.36,45.00,12.70,23.50,1001,11.6
W M,2023,05,19,06,36,57,54446,50506,509.14,45.00,12.70,23.50,1001,11.6
W M,2023,05,19,06,47,02,54446,50511,508.25,45.00,12.70,23.50,1001,11.6
W M,2023,05,19,06,57,06,54446,50511,508.37,45.00,12.80,23.60,1001,11.6
W M,2023,05,19,07,07,11,54446,50503,509.78,45.00,12.80,23.60,1001,11.6
W M,2023,05,19,07,17,16,54446,50493,511.31,45.00,12.80,23.60,1001,11.6
W M,2023,05,19,07,27,21,54446,50508,508.93,45.00,12.80,23.70,1001,11.5
W M,2023,05,19,07,37,25,54446,50492,511.47,45.00,12.80,23.70,1001,11.6
W M,2023,05,19,07,47,30,54446,50474,514.52,45.00,12.90,23.70,1001,11.6
W M,2023,05,19,07,57,35,54446,50472,514.73,45.00,12.80,23.70,1001,11.5
W M,2023,05,19,08,07,40,54446,50447,519.11,45.00,12.80,23.70,1001,11.5
W M,2023,05,19,08,17,45,54446,50429,522.13,45.00,12.80,23.70,1001,11.5
W M,2023,05,19,08,27,49,54446,50406,525.95,45.00,12.80,23.70,1001,11.6
W M,2023,05,19,08,37,54,54446,50367,532.72,45.00,12.80,23.70,1001,11.6
W M,2023,05,19,08,47,59,54446,50347,535.98,45.00,12.80,23.70,1001,11.5
W M,2023,05,19,08,58,04,54446,50321,540.35,45.00,12.80,23.70,1001,11.5
W M,2023,05,19,09,08,08,54446,50327,539.12,45.00,12.80,23.70,1002,11.5
W M,2023,05,19,09,18,13,54446,50332,538.47,45.00,12.80,23.70,1001,11.4
W M,2023,05,19,09,28,18,54446,50268,549.29,45.00,12.90,23.80,1002,11.5
W M,2023,05,19,09,38,23,54446,50282,546.91,45.00,12.90,23.80,1001,11.6
W M,2023,05,19,09,48,27,54446,50279,547.69,45.00,12.90,23.80,1001,11.6
W M,2023,05,19,09,58,32,54446,50264,550.21,45.00,12.90,23.80,1001,11.5
W M,2023,05,19,10,09,29,54462,50314,543.95,45.00,12.90,23.80,1001,11.6
W M,2023,05,19,10,19,34,54462,50217,560.70,45.00,12.90,23.80,1001,11.5
W M,2023,05,19,10,29,38,54462,50245,556.03,45.00,12.90,23.80,1001,11.4
W M,2023,05,19,10,39,43,54462,50282,549.57,45.00,12.90,23.80,1001,11.6
W M,2023,05,19,10,49,48,54462,50277,550.46,45.00,13.00,23.80,1001,11.5
W M,2023,05,19,10,59,53,54462,50253,554.53,45.00,13.00,23.80,1001,11.6
W M,2023,05,19,11,09,57,54462,50265,552.59,45.00,13.00,23.80,1001,11.4
W M,2023,05,19,11,20,02,54462,50288,548.82,45.00,13.00,23.80,1001,11.5
W M,2023,05,19,11,30,07,54462,50308,545.43,45.00,13.00,23.80,1001,11.5
W M,2023,05,19,11,40,12,54462,50334,540.89,45.00,13.00,23.80,1001,11.4
W M,2023,05,19,11,50,16,54462,50354,537.77,45.00,13.00,23.80,1000,11.5
W M,2023,05,19,12,00,21,54462,50354,537.73,45.00,13.10,23.80,1001,11.5
W M,2023,05,19,12,10,26,54462,50344,539.55,45.00,13.00,23.80,1000,11.5
W M,2023,05,19,12,20,30,54462,50307,545.63,45.00,13.10,23.80,1001,11.6
W M,2023,05,19,12,30,35,54462,50337,540.76,45.00,13.00,23.80,1001,11.6
W M,2023,05,19,12,40,40,54462,50351,538.25,45.00,13.00,23.80,1001,11.5
W M,2023,05,19,12,50,45,54462,50321,542.98,45.00,13.00,23.80,1001,11.5
W M,2023,05,19,13,00,49,54462,50297,547.18,45.00,13.00,23.80,1001,11.5
W M,2023,05,19,13,10,54,54462,50297,547.47,45.00,13.10,23.80,1001,11.6
W M,2023,05,19,13,20,59,54462,50291,548.66,45.00,13.10,23.80,1000,11.6
W M,2023,05,19,13,31,04,54462,50307,546.31,45.00,13.10,23.80,1000,11.6
W M,2023,05,19,13,41,08,54462,50298,547.72,45.00,13.10,23.80,1000,11.6
W M,2023,05,19,13,51,13,54462,50326,543.23,45.00,13.10,23.80,1000,11.5
W M,2023,05,19,14,01,18,54462,50338,541.18,45.00,13.10,23.80,1000,11.5
W M,2023,05,19,14,11,22,54462,50350,539.14,45.00,13.10,23.80,0999,11.5
W M,2023,05,19,14,21,27,54462,50349,539.27,45.00,13.10,23.80,1000,11.5
W M,2023,05,19,14,31,32,54462,50365,536.76,45.00,13.10,23.80,0999,11.6
W M,2023,05,19,14,41,37,54462,50371,535.67,45.00,13.10,23.80,0999,11.5
W M,2023,05,19,14,51,41,54462,50382,534.03,45.00,13.10,23.80,0999,11.5
W M,2023,05,19,15,01,46,54462,50380,534.29,45.00,13.10,23.80,0999,11.5
W M,2023,05,19,15,11,51,54462,50382,534.28,45.00,13.00,23.80,0999,11.5
W M,2023,05,19,15,21,55,54462,50386,533.86,45.00,13.00,23.80,0999,11.4
W M,2023,05,19,15,32,00,54462,50360,537.91,45.00,13.00,23.80,0999,11.5
W M,2023,05,19,15,42,05,54462,50351,539.52,45.00,13.00,23.80,0999,11.6
W M,2023,05,19,15,52,10,54462,50368,536.84,45.00,13.00,23.80,0998,11.5
W M,2023,05,19,16,03,07,54451,50729,474.68,45.00,12.90,23.70,0999,11.4
W M,2023,05,19,16,13,11,54451,50421,526.11,45.00,13.00,23.80,0999,11.5
W M,2023,05,19,16,23,16,54451,50348,538.52,45.00,13.10,23.70,0998,11.5
W M,2023,05,19,16,33,21,54451,50305,546.15,45.00,13.10,23.70,0998,11.5
W M,2023,05,19,16,43,26,54451,50323,542.95,45.00,13.10,23.70,0998,11.5
W M,2023,05,19,16,53,30,54451,50345,539.38,45.00,13.10,23.70,0998,11.5
W M,2023,05,19,17,03,35,54451,50381,533.31,45.00,13.10,23.70,0998,11.4
W M,2023,05,19,17,13,40,54451,50371,535.10,45.00,13.10,23.70,0998,11.5
W M,2023,05,19,17,23,44,54451,50347,539.37,45.00,13.20,23.70,0998,11.4
W M,2023,05,19,17,33,49,54451,50311,545.58,45.00,13.20,23.70,0998,11.5
W M,2023,05,19,17,43,54,54451,50325,543.42,45.00,13.10,23.70,0997,11.6
W M,2023,05,19,17,53,59,54451,50317,544.74,45.00,13.20,23.70,0997,11.5
W M,2023,05,19,18,04,03,54451,50291,549.52,45.00,13.10,23.70,0997,11.4
W M,2023,05,19,18,14,08,54451,50290,549.46,45.00,13.20,23.70,0997,11.5
W M,2023,05,19,18,24,13,54451,50297,548.47,45.00,13.10,23.70,0997,11.5
W M,2023,05,19,18,34,18,54451,50342,540.65,45.00,13.10,23.70,0997,11.4
W M,2023,05,19,18,44,22,54451,50343,540.68,45.00,13.10,23.70,0997,11.5
W M,2023,05,19,18,54,27,54451,50370,536.00,45.00,13.10,23.70,0997,11.5
W M,2023,05,19,19,04,32,54451,50386,533.47,45.00,13.10,23.70,0997,11.5
W M,2023,05,19,19,14,37,54451,50368,536.56,45.00,13.10,23.70,0996,11.4
W M,2023,05,19,19,24,42,54451,50359,538.42,45.00,13.20,23.70,0996,11.5
W M,2023,05,19,19,34,46,54451,50305,547.74,45.00,13.10,23.70,0996,11.5
W M,2023,05,19,19,44,51,54451,50316,545.99,45.00,13.20,23.70,0996,11.5
W M,2023,05,19,19,54,56,54451,50328,543.86,45.00,13.20,23.70,0996,11.5
W M,2023,05,19,20,05,00,54451,50313,546.59,45.00,13.20,23.70,0996,11.6
W M,2023,05,19,20,15,05,54451,50315,546.25,45.00,13.20,23.70,0996,11.5
W M,2023,05,19,20,25,10,54451,50336,543.46,45.00,13.10,23.70,0995,11.5
W M,2023,05,19,20,35,15,54451,50334,543.89,45.00,13.20,23.70,0995,11.5
W M,2023,05,19,20,45,20,54451,50367,538.32,45.00,13.20,23.70,0994,11.4
W M,2023,05,19,20,55,24,54451,50346,542.62,45.00,13.20,23.70,0994,11.4
W M,2023,05,19,21,05,29,54451,50299,550.83,45.00,13.20,23.80,0993,11.5
W M,2023,05,19,21,15,34,54451,50234,562.20,45.00,13.30,23.90,0993,11.5
W M,2023,05,19,21,25,38,54451,50222,564.58,45.00,13.30,23.90,0993,11.5
W M,2023,05,19,21,35,43,54451,50233,562.76,45.00,13.30,23.90,0993,11.5
W M,2023,05,19,21,45,48,54451,50255,559.16,45.00,13.30,23.90,0993,11.5
W M,2023,05,19,21,55,53,54451,50314,548.71,45.00,13.30,23.90,0993,11.6
W M,2023,05,19,22,06,50,54452,50462,522.79,45.00,13.30,23.90,0994,11.5
W M,2023,05,19,22,16,55,54452,50316,548.13,45.00,13.30,24.00,0993,11.6
W M,2023,05,19,22,27,00,54452,50318,547.94,45.00,13.30,24.00,0993,11.5
W M,2023,05,19,22,37,04,54452,50345,543.71,45.00,13.30,24.00,0992,11.5
W M,2023,05,19,22,47,09,54452,50331,546.20,45.00,13.30,24.00,0992,11.5
W M,2023,05,19,22,57,14,54452,50264,557.84,45.00,13.40,24.00,0992,11.5
W M,2023,05,19,23,07,19,54452,50277,555.73,45.00,13.30,24.00,0992,11.5
W M,2023,05,19,23,17,23,54452,50310,550.33,45.00,13.40,24.00,0992,11.4
W M,2023,05,19,23,27,28,54452,50320,548.59,45.00,13.40,24.00,0992,11.5
W M,2023,05,19,23,37,33,54452,50383,537.77,45.00,13.40,24.00,0992,11.6
W M,2023,05,19,23,47,38,54452,50360,541.42,45.00,13.40,24.00,0992,11.5
W M,2023,05,19,23,57,42,54452,50357,542.25,45.00,13.40,24.10,0992,11.5
W M,2023,05,20,00,07,47,54452,50328,547.31,45.00,13.40,24.10,0991,11.5
W M,2023,05,20,00,17,52,54452,50382,538.48,45.00,13.30,24.10,0991,11.6
W M,2023,05,20,00,27,57,54452,50346,544.35,45.00,13.40,24.10,0991,11.5
W M,2023,05,20,00,38,01,54452,50315,549.68,45.00,13.40,24.10,0991,11.4
W M,2023,05,20,00,48,06,54452,50345,544.80,45.00,13.30,24.10,0991,11.5
W M,2023,05,20,00,58,11,54452,50328,547.51,45.00,13.40,24.20,0991,11.6
W M,2023,05,20,01,08,16,54452,50362,541.60,45.00,13.40,24.10,0991,11.5
W M,2023,05,20,01,18,21,54452,50325,548.19,45.00,13.40,24.10,0991,11.4
W M,2023,05,20,01,28,25,54452,50342,545.33,45.00,13.50,24.10,0991,11.6
W M,2023,05,20,01,38,30,54452,50318,549.64,45.00,13.40,24.10,0991,11.6
W M,2023,05,20,01,48,35,54452,50351,543.82,45.00,13.40,24.20,0991,11.5
W M,2023,05,20,01,58,40,54452,50365,541.43,45.00,13.40,24.20,0991,11.5
W M,2023,05,20,02,08,44,54452,50398,535.83,45.00,13.40,24.10,0991,11.6
W M,2023,05,20,02,18,49,54452,50432,530.21,45.00,13.30,24.10,0990,11.5
W M,2023,05,20,02,28,54,54452,50462,525.17,45.00,13.20,24.10,0990,11.6
W M,2023,05,20,02,38,59,54452,50464,524.82,45.00,13.10,24.10,0990,11.6
W M,2023,05,20,02,49,03,54452,50459,525.65,45.00,13.10,24.10,0990,11.6
W M,2023,05,20,02,59,08,54452,50435,529.68,45.00,13.10,24.00,0990,11.6
W M,2023,05,20,03,09,13,54452,50462,524.95,45.00,13.10,24.00,0991,11.5
W M,2023,05,20,03,19,17,54452,50449,527.28,45.00,13.10,24.00,0991,11.5
W M,2023,05,20,03,29,22,54452,50453,526.41,45.00,13.10,24.00,0991,11.4
W M,2023,05,20,03,39,27,54452,50451,526.52,45.00,13.10,24.00,0991,11.5
W M,2023,05,20,03,49,32,54452,50478,521.52,45.00,13.10,24.00,0992,11.5
W M,2023,05,20,04,00,29,54467,51215,403.81,45.00,12.80,23.90,0993,11.5
W M,2023,05,20,04,10,33,54467,50527,514.49,45.00,13.10,24.00,0993,11.5
W M,2023,05,20,04,20,38,54467,50473,523.62,45.00,13.10,24.00,0993,11.5
W M,2023,05,20,04,30,43,54467,50444,528.71,45.00,13.20,24.00,0993,11.6
W M,2023,05,20,04,40,47,54467,50423,532.39,45.00,13.20,24.00,0993,11.6
W M,2023,05,20,04,50,52,54467,50420,532.95,45.00,13.20,24.00,0993,11.5
W M,2023,05,20,05,00,57,54467,50451,527.69,45.00,13.20,23.90,0993,11.5
W M,2023,05,20,05,11,02,54467,50443,528.99,45.00,13.20,23.90,0993,11.5
W M,2023,05,20,05,21,06,54467,50455,526.79,45.00,13.20,23.90,0993,11.5
W M,2023,05,20,05,31,11,54467,50477,522.91,45.00,13.10,23.90,0993,11.4
W M,2023,05,20,05,41,16,54467,50523,514.95,45.00,13.10,23.90,0993,11.5
W M,2023,05,20,05,51,20,54467,50527,514.27,45.00,13.20,23.90,0994,11.5
W M,2023,05,20,06,01,25,54467,50526,514.48,45.00,13.10,23.90,0994,11.6
W M,2023,05,20,06,11,30,54467,50507,517.49,45.00,13.10,23.90,0994,11.5
W M,2023,05,20,06,21,34,54467,50506,517.49,45.00,13.10,23.90,0994,11.6
W M,2023,05,20,06,31,39,54467,50512,516.46,45.00,13.10,23.90,0994,11.5
W M,2023,05,20,06,41,44,54467,50486,520.70,45.00,13.10,23.90,0994,11.4
W M,2023,05,20,06,51,49,54467,50477,521.81,45.00,13.20,23.90,0995,11.5
W M,2023,05,20,07,01,53,54467,50470,522.79,45.00,13.30,23.90,0995,11.5
W M,2023,05,20,07,11,58,54467,50441,527.89,45.00,13.30,23.90,0995,11.5
W M,2023,05,20,07,22,03,54467,50408,533.35,45.00,13.40,23.90,0995,11.5
W M,2023,05,20,07,32,07,54467,50375,539.04,45.00,13.30,23.90,0995,11.5
W M,2023,05,20,07,42,12,54467,50354,542.45,45.00,13.30,23.90,0995,11.6
W M,2023,05,20,07,52,17,54467,50337,545.20,45.00,13.30,23.90,0996,11.5
W M,2023,05,20,08,02,22,54467,50361,541.00,45.00,13.30,23.80,0996,11.6
W M,2023,05,20,08,12,26,54467,50402,533.99,45.00,13.20,23.80,0996,11.6
W M,2023,05,20,08,22,31,54467,50456,524.49,45.00,13.30,23.80,0996,11.6
W M,2023,05,20,08,32,36,54467,50477,520.92,45.00,13.30,23.80,0996,11.5
W M,2023,05,20,08,42,40,54467,50484,519.81,45.00,13.30,23.80,0996,11.5
W M,2023,05,20,08,52,45,54467,50504,516.15,45.00,13.30,23.80,0996,11.6
W M,2023,05,20,09,02,50,54467,50496,517.32,45.00,13.30,23.80,0996,11.6
W M,2023,05,20,09,12,54,54467,50498,517.06,45.00,13.30,23.80,0997,11.4
W M,2023,05,20,09,22,59,54467,50490,518.10,45.00,13.20,23.70,0997,11.6
W M,2023,05,20,09,33,04,54467,50465,522.17,45.00,13.30,23.80,0997,11.6
W M,2023,05,20,09,43,08,54467,50467,521.41,45.00,13.30,23.80,0998,11.5
W M,2023,05,20,09,53,13,54467,50436,526.50,45.00,13.30,23.70,0998,11.6
W M,2023,05,20,10,04,10,54459,50711,479.47,45.00,13.20,23.70,0998,11.6
W M,2023,05,20,10,14,15,54459,50464,520.23,45.00,13.20,23.70,0998,11.6
W M,2023,05,20,10,24,20,54459,50427,526.19,45.00,13.20,23.70,0999,11.5
W M,2023,05,20,10,34,24,54459,50453,521.57,45.00,13.20,23.70,0999,11.5
W M,2023,05,20,10,44,29,54459,50468,518.75,45.00,13.20,23.60,0999,11.4
W M,2023,05,20,10,54,34,54459,50448,522.21,45.00,13.30,23.60,0999,11.5
W M,2023,05,20,11,04,39,54459,50466,519.03,45.00,13.30,23.60,0999,11.5
W M,2023,05,20,11,14,43,54459,50456,520.46,45.00,13.30,23.60,1000,11.5
W M,2023,05,20,11,24,48,54459,50483,515.58,45.00,13.20,23.60,1000,11.5
W M,2023,05,20,11,34,53,54459,50521,509.15,45.00,13.20,23.60,1000,11.6
W M,2023,05,20,11,44,58,54459,50535,506.51,45.00,13.20,23.60,1001,11.5
W M,2023,05,20,11,55,02,54459,50514,509.89,45.00,13.20,23.50,1001,11.5
W M,2023,05,20,12,05,07,54459,50480,515.33,45.00,13.20,23.50,1001,11.6
W M,2023,05,20,12,15,12,54459,50440,521.78,45.00,13.30,23.50,1002,11.5
W M,2023,05,20,12,25,17,54459,50415,525.83,45.00,13.30,23.50,1002,11.5
W M,2023,05,20,12,35,21,54459,50455,519.12,45.00,13.30,23.50,1002,11.5
W M,2023,05,20,12,45,26,54459,50439,521.73,45.00,13.30,23.50,1002,11.4
W M,2023,05,20,12,55,31,54459,50429,522.97,45.00,13.30,23.50,1003,11.5
W M,2023,05,20,13,05,35,54459,50403,527.24,45.00,13.30,23.50,1003,11.5
W M,2023,05,20,13,15,40,54459,50400,527.55,45.00,13.30,23.50,1003,11.5
W M,2023,05,20,13,25,45,54459,50392,528.98,45.00,13.40,23.60,1003,11.5
W M,2023,05,20,13,35,49,54459,50403,526.90,45.00,13.40,23.60,1003,11.5
W M,2023,05,20,13,45,54,54459,50426,522.89,45.00,13.40,23.60,1003,11.4
W M,2023,05,20,13,55,59,54459,50451,518.58,45.00,13.50,23.60,1003,11.5
W M,2023,05,20,14,06,04,54459,50449,518.94,45.00,13.50,23.70,1003,11.5
W M,2023,05,20,14,16,08,54459,50410,525.42,45.00,13.50,23.70,1003,11.5
W M,2023,05,20,14,26,13,54459,50396,527.75,45.00,13.50,23.70,1004,11.5
W M,2023,05,20,14,36,18,54459,50418,523.74,45.00,13.50,23.80,1004,11.6
W M,2023,05,20,14,46,22,54459,50412,524.73,45.00,13.50,23.80,1004,11.5
W M,2023,05,20,14,56,27,54459,50436,520.33,45.00,13.50,23.80,1005,11.4
W M,2023,05,20,15,06,32,54459,50461,516.33,45.00,13.50,23.90,1004,11.5
W M,2023,05,20,15,16,36,54459,50447,518.50,45.00,13.60,23.90,1004,11.4
W M,2023,05,20,15,26,41,54459,50434,519.73,45.00,13.60,23.90,1006,11.5
W M,2023,05,20,15,36,46,54459,50431,519.55,45.00,13.70,23.90,1007,11.4
W M,2023,05,20,15,46,51,54459,50423,520.74,45.00,13.70,23.90,1007,11.5
W M,2023,05,20,15,56,55,54459,50409,523.01,45.00,13.80,23.90,1007,11.5
W M,2023,05,20,16,07,52,54462,50559,498.87,45.00,13.80,23.90,1007,11.5
W M,2023,05,20,16,17,57,54462,50437,519.03,45.00,13.70,24.00,1007,11.6
W M,2023,05,20,16,28,02,54462,50399,525.11,45.00,13.80,24.00,1007,11.5
W M,2023,05,20,16,38,06,54462,50384,527.37,45.00,13.80,24.00,1008,11.5
W M,2023,05,20,16,48,11,54462,50371,529.33,45.00,13.80,24.00,1008,11.4
W M,2023,05,20,16,58,16,54462,50413,522.18,45.00,13.80,24.00,1008,11.5
W M,2023,05,20,17,08,20,54462,50462,514.00,45.00,13.70,24.00,1008,11.5
W M,2023,05,20,17,18,25,54462,50396,524.77,45.00,13.80,24.00,1008,11.4
W M,2023,05,20,17,28,30,54462,50415,521.67,45.00,13.70,24.00,1008,11.5
W M,2023,05,20,17,38,35,54462,50425,519.83,45.00,13.80,24.00,1008,11.4
W M,2023,05,20,17,48,39,54462,50452,515.08,45.00,13.70,24.00,1009,11.5
W M,2023,05,20,17,58,44,54462,50449,515.59,45.00,13.70,23.90,1009,11.4
W M,2023,05,20,18,08,49,54462,50451,515.34,45.00,13.80,23.90,1009,11.6
W M,2023,05,20,18,18,53,54462,50460,513.62,45.00,13.70,24.00,1009,11.6
W M,2023,05,20,18,28,58,54462,50471,511.62,45.00,13.80,24.00,1009,11.6
W M,2023,05,20,18,39,03,54462,50433,517.89,45.00,13.80,24.00,1009,11.5
W M,2023,05,20,18,49,08,54462,50410,521.70,45.00,13.70,23.90,1009,11.6
W M,2023,05,20,18,59,12,54462,50383,526.07,45.00,13.80,23.90,1010,11.6
W M,2023,05,20,19,09,17,54462,50392,524.64,45.00,13.80,24.00,1009,11.4
W M,2023,05,20,19,19,22,54462,50392,524.38,45.00,13.90,23.90,1010,11.6
W M,2023,05,20,19,29,27,54462,50425,519.02,45.00,13.90,23.90,1010,11.5
W M,2023,05,20,19,39,31,54462,50443,515.99,45.00,13.80,23.90,1010,11.6
W M,2023,05,20,19,49,36,54462,50441,516.24,45.00,13.80,24.00,1010,11.5
W M,2023,05,20,19,59,41,54462,50414,520.63,45.00,13.80,24.00,1010,11.5
W M,2023,05,20,20,09,45,54462,50444,515.67,45.00,13.90,24.00,1010,11.6
W M,2023,05,20,20,19,50,54462,50460,513.04,45.00,13.80,24.00,1010,11.6
W M,2023,05,20,20,29,55,54462,50446,515.21,45.00,13.80,24.00,1010,11.4
W M,2023,05,20,20,39,59,54462,50454,513.75,45.00,13.80,24.00,1010,11.5
W M,2023,05,20,20,50,04,54462,50439,516.47,45.00,13.80,24.00,1010,11.5
W M,2023,05,20,21,00,09,54462,50445,515.24,45.00,13.80,24.00,1010,11.5
W M,2023,05,20,21,10,14,54462,50471,511.03,45.00,13.80,24.00,1010,11.5
W M,2023,05,20,21,20,18,54462,50469,511.04,45.00,13.80,24.10,1010,11.5
W M,2023,05,20,21,30,23,54462,50476,509.82,45.00,13.80,24.00,1011,11.5
W M,2023,05,20,21,40,28,54462,50467,511.50,45.00,13.80,24.00,1010,11.4
W M,2023,05,20,21,50,32,54462,50472,510.42,45.00,13.80,24.00,1011,11.6
W M,2023,05,20,22,01,29,54468,51014,425.47,45.00,13.70,24.00,1009,11.5
W M,2023,05,20,22,11,34,54468,50563,496.80,45.00,13.80,24.00,1010,11.6
W M,2023,05,20,22,21,39,54468,50486,509.18,45.00,13.80,24.00,1010,11.5
W M,2023,05,20,22,31,43,54468,50478,510.49,45.00,13.80,24.00,1010,11.4
W M,2023,05,20,22,41,48,54468,50440,516.70,45.00,13.80,24.00,1011,11.6
W M,2023,05,20,22,51,53,54468,50402,522.95,45.00,13.80,24.00,1011,11.6
W M,2023,05,20,23,01,58,54468,50383,526.12,45.00,13.80,24.00,1011,11.5
W M,2023,05,20,23,12,02,54468,50400,523.36,45.00,13.80,24.00,1011,11.5
W M,2023,05,20,23,22,07,54468,50421,519.80,45.00,13.80,24.00,1011,11.5
W M,2023,05,20,23,32,12,54468,50448,515.14,45.00,13.80,24.00,1011,11.4
W M,2023,05,20,23,42,16,54468,50493,507.73,45.00,13.80,24.00,1011,11.5
W M,2023,05,20,23,52,21,54468,50483,509.37,45.00,13.80,24.00,1011,11.5
W M,2023,05,21,00,02,26,54468,50465,512.25,45.00,13.80,24.00,1011,11.4
